,p0q0
2735,-5
2736,9
2737,7
2738,3
2739,-7
2740,6
2741,-5
2742,-5
2743,8
2744,0
2745,7
2746,8
2747,-6
2748,0
2749,-6
2750,1
2751,4
2752,1
2753,-7
2754,-2
2755,-2
2756,2
2757,7
2758,4
2759,-2
2760,4
2761,-6
2762,-4
2763,10
2764,3
2765,-5
2766,-1
2767,6
2768,-10
2769,7
2770,7
2771,-9
2772,9
2773,1
2774,1
2775,5
2776,10
2777,5
2778,1
2779,-7
2780,9
2781,-2
2782,8
2783,0
2784,9
2785,9
2786,-4
2787,-2
2788,-5
2789,-4
2790,8
2791,-9
2792,9
2793,3
2794,0
2795,-3
2796,-10
2797,10
2798,7
2799,-5
2800,10
2801,1
2802,6
2803,-4
2804,6
2805,0
2806,8
2807,8
2808,7
2809,9
2810,3
2811,-6
2812,9
2813,3
2814,2
2815,-8
2816,9
2817,7
2818,9
2819,6
2820,1
2821,-3
2822,-8
2823,-2
2824,10
2825,1
2826,-10
2827,-7
2828,9
2829,3
2830,8
2831,-5
2832,0
2833,-10
2834,6
2835,-1
2836,9
2837,-1
2838,-6
2839,-4
2840,0
2841,8
2842,-7
2843,-5
2844,-4
2845,-3
2846,2
2847,1
2848,-10
2849,7
2850,1
2851,3
2852,7
2853,4
2854,3
2855,-5
2856,-7
2857,7
2858,-3
2859,6
2860,-2
2861,8
2862,-1
2863,-6
2864,-7
2865,-10
2866,-1
2867,2
2868,8
2869,1
2870,-3
2871,-1
2872,10
2873,1
2874,-3
2875,6
2876,-8
2877,-9
2878,-4
2879,-7
2880,10
2881,-2
2882,0
2883,5
2884,0
2885,-2
2886,-7
2887,-3
2888,5
2889,2
2890,-8
2891,5
2892,8
2893,6
2894,-8
2895,-4
2896,8
2897,-9
2898,10
2899,-4
2900,-7
2901,7
2902,3
2903,9
2904,1
2905,-1
2906,7
2907,-10
2908,-2
2909,-1
2910,1
2911,4
2912,3
2913,7
2914,-1
2915,7
2916,-8
2917,6
2918,-10
2919,3
2920,-8
2921,-1
2922,-10
2923,5
2924,1
2925,-2
2926,-7
2927,9
2928,3
2929,-3
2930,0
2931,2
2932,0
2933,-9
2934,-9
2935,0
2936,-4
2937,2
2938,-9
2939,-4
2940,8
2941,-5
2942,-6
2943,0
2944,-9
2945,-3
2946,-1
2947,4
2948,0
2949,-8
2950,10
2951,-5
2952,-3
2953,-2
2954,1
2955,10
2956,1
2957,9
2958,-5
2959,-2
2960,-8
2961,7
2962,-5
2963,10
2964,-3
2965,6
2966,10
2967,-1
2968,5
2969,-1
2970,4
2971,-8
2972,-3
2973,2
2974,-1
2975,6
2976,-3
2977,1
2978,-3
2979,-10
2980,7
2981,10
2982,3
2983,-2
2984,-4
2985,-1
2986,5
2987,10
2988,5
2989,-1
2990,4
2991,-4
2992,7
2993,2
2994,-10
2995,-6
2996,1
2997,0
2998,-9
2999,8
3000,-7
3001,8
3002,4
3003,-9
3004,9
3005,6
3006,-2
3007,-5
3008,5
3009,6
3010,-5
3011,-6
3012,1
3013,4
3014,-6
3015,6
3016,1
3017,3
3018,-5
3019,4
3020,-5
3021,10
3022,4
3023,3
3024,6
3025,-8
3026,-2
3027,8
3028,-3
3029,-4
3030,-7
3031,2
3032,-8
3033,5
3034,-6
3035,-8
3036,0
3037,-5
3038,1
3039,-10
3040,-6
3041,7
3042,0
3043,-5
3044,-2
3045,-3
3046,-1
3047,3
3048,9
3049,-5
3050,10
3051,3
3052,5
3053,-3
3054,-4
3055,-6
3056,-10
3057,-5
3058,-3
3059,7
3060,8
3061,0
3062,9
3063,0
3064,10
3065,7
3066,-10
3067,5
3068,-2
3069,-3
3070,0
3071,-2
3072,-7
3073,9
3074,8
3075,-2
3076,-2
3077,-10
3078,6
3079,-6
3080,4
3081,8
3082,-2
3083,-5
3084,8
3085,1
3086,4
3087,-9
3088,4
3089,-5
3090,9
3091,9
3092,-1
3093,6
3094,2
3095,-8
3096,-7
3097,7
3098,-2
3099,-3
3100,8
3101,8
3102,-3
3103,10
3104,1
3105,7
3106,1
3107,9
3108,-6
3109,6
3110,7
3111,-10
3112,2
3113,-6
3114,-1
3115,-1
3116,1
3117,-4
3118,1
3119,8
3120,3
3121,-10
3122,10
3123,-7
3124,1
3125,9
3126,3
3127,-8
3128,-3
3129,-8
3130,5
3131,5
3132,1
3133,2
3134,0
3135,-3
3136,-3
3137,-10
3138,-8
3139,0
3140,-6
3141,-9
3142,6
3143,-10
3144,-8
3145,-6
3146,8
3147,-8
3148,-1
3149,6
3150,-10
3151,-3
3152,-3
3153,4
3154,-6
3155,-3
3156,2
3157,10
3158,3
3159,2
3160,-10
3161,-1
3162,-7
3163,-8
3164,6
3165,-1
3166,-5
3167,-10
3168,-7
3169,-7
3170,-10
3171,1
3172,7
3173,-3
3174,7
3175,-8
3176,2
3177,-4
3178,5
3179,-7
3180,9
3181,-7
3182,-8
3183,7
3184,1
3185,-3
3186,9
3187,1
3188,-8
3189,-3
3190,-7
3191,-5
3192,-8
3193,0
3194,2
3195,1
3196,10
3197,7
3198,7
3199,-3
3200,9
3201,-10
3202,-6
3203,-4
3204,4
3205,-7
3206,-6
3207,-8
3208,-4
3209,9
3210,2
3211,-10
3212,3
3213,-2
3214,2
3215,-4
3216,8
3217,0
3218,-5
3219,7
3220,2
3221,-3
3222,8
3223,5
3224,5
3225,-2
3226,3
3227,2
3228,-1
3229,-10
3230,4
3231,-10
3232,9
3233,6
3234,7
3235,4
3236,8
3237,-10
3238,0
3239,-10
3240,6
3241,6
3242,-5
3243,9
3244,7
3245,1
3246,-9
3247,2
3248,8
3249,-7
3250,0
3251,-10
3252,8
3253,5
3254,-9
3255,5
3256,0
3257,3
3258,-2
3259,5
3260,-5
3261,2
3262,7
3263,2
3264,7
3265,-9
3266,5
3267,5
3268,10
3269,-10
3270,7
3271,10
3272,3
3273,1
3274,-10
3275,-5
3276,5
3277,5
3278,-7
3279,7
3280,-8
3281,4
3282,10
3283,9
3284,-6
3285,-5
3286,5
3287,6
3288,9
3289,-6
3290,0
3291,-1
3292,-9
3293,6
3294,10
3295,-5
3296,-3
3297,9
3298,-2
3299,0
3300,7
3301,-1
3302,-6
3303,6
3304,-6
3305,-1
3306,1
3307,-1
3308,-3
3309,-4
3310,5
3311,2
3312,9
3313,-1
3314,-9
3315,9
3316,0
3317,4
3318,-3
3319,2
3320,9
3321,6
3322,9
3323,-2
3324,-5
3325,9
3326,-5
3327,0
3328,-6
3329,10
3330,4
3331,6
3332,-6
3333,0
3334,-7
3335,1
3336,-7
3337,-1
3338,-5
3339,-5
3340,0
3341,0
3342,-3
3343,0
3344,-6
3345,3
3346,-9
3347,-5
3348,-5
3349,9
3350,1
3351,-9
3352,4
3353,-8
3354,10
3355,2
3356,-10
3357,3
3358,10
3359,6
3360,-1
3361,6
3362,-8
3363,-9
3364,-1
3365,-6
3366,-5
3367,-2
3368,-2
3369,-7
3370,10
3371,-1
3372,3
3373,5
3374,-9
3375,9
3376,10
3377,9
3378,-3
3379,10
3380,0
3381,7
3382,10
3383,-4
3384,-5
3385,8
3386,10
3387,2
3388,4
3389,0
3390,-3
3391,10
3392,2
3393,8
3394,-8
3395,2
3396,-7
3397,-5
3398,3
3399,-10
3400,3
3401,-4
3402,-5
3403,7
3404,5
3405,-4
3406,3
3407,-2
3408,-7
3409,-8
3410,2
3411,3
3412,5
3413,3
3414,-8
3415,-9
3416,-8
3417,8
3418,3
3419,-8
3420,0
3421,-2
3422,-5
3423,-2
3424,8
3425,-10
3426,-1
3427,-7
3428,-8
3429,-3
3430,-1
3431,6
3432,-7
3433,10
3434,4
3435,-1
3436,-3
3437,-1
3438,-3
3439,-2
3440,-4
3441,-8
3442,4
3443,-10
3444,8
3445,4
3446,-1
3447,8
3448,1
3449,6
3450,2
3451,-9
3452,-2
3453,3
3454,-2
3455,6
3456,-1
3457,1
3458,-4
3459,3
3460,-1
3461,2
3462,0
3463,3
3464,-1
3465,-1
3466,4
3467,3
3468,-6
3469,9
3470,9
3471,8
3472,-5
3473,-6
3474,-7
3475,7
3476,-10
3477,-7
3478,5
3479,8
3480,2
3481,1
3482,-6
3483,8
3484,4
3485,5
3486,-7
3487,10
3488,-9
3489,0
3490,-7
3491,-4
3492,-6
3493,-7
3494,-9
3495,-9
3496,-5
3497,-5
3498,0
3499,10
3500,-7
3501,0
3502,-9
3503,-2
3504,1
3505,2
3506,3
3507,-9
3508,-8
3509,6
3510,-5
3511,-2
3512,-3
3513,-10
3514,-10
3515,-8
3516,-8
3517,1
3518,-7
3519,1
3520,6
3521,-9
3522,-7
3523,5
3524,-8
3525,3
3526,-8
3527,8
3528,2
3529,10
3530,-1
3531,-2
3532,3
3533,1
3534,1
3535,-3
3536,-2
3537,5
3538,8
3539,5
3540,9
3541,6
3542,-6
3543,-7
3544,9
3545,-10
3546,4
3547,-4
3548,5
3549,9
3550,5
3551,2
3552,9
3553,10
3554,0
3555,-10
3556,-1
3557,-6
3558,7
3559,-1
3560,7
3561,-8
3562,4
3563,-8
3564,1
3565,-2
3566,9
3567,-8
3568,4
3569,9
3570,-5
3571,-4
3572,1
3573,-7
3574,1
3575,5
3576,7
3577,-9
3578,-3
3579,-4
3580,-4
3581,-8
3582,5
3583,7
3584,3
3585,-2
3586,4
3587,-1
3588,-10
3589,-3
3590,5
3591,-9
3592,0
3593,4
3594,6
3595,9
3596,-10
3597,9
3598,10
3599,-8
3600,5
3601,5
3602,0
3603,-4
3604,-1
3605,-4
3606,1
3607,2
3608,8
3609,0
3610,5
3611,-9
3612,-4
3613,-8
3614,0
3615,0
3616,9
3617,0
3618,1
3619,5
3620,8
3621,-6
3622,8
3623,10
3624,4
3625,-2
3626,8
3627,-6
3628,-1
3629,-10
3630,5
3631,-10
3632,7
3633,5
3634,-3
3635,1
3636,-5
3637,5
3638,5
3639,-1
3640,-5
3641,-4
3642,-7
3643,7
3644,-8
3645,5
3646,6
3647,3
3648,10
3649,5
3650,3
3651,-3
3652,-6
3653,9
3654,-5
3655,5
3656,6
3657,10
3658,1
3659,-10
3660,4
3661,-2
3662,-6
3663,-1
3664,-3
3665,-2
3666,2
3667,10
3668,7
3669,7
3670,-5
3671,-6
3672,6
3673,-1
3674,7
3675,0
3676,-4
3677,7
3678,-4
3679,-6
3680,3
3681,-3
3682,-9
3683,-8
3684,-8
3685,7
3686,4
3687,2
3688,-1
3689,2
3690,10
3691,-8
3692,-3
3693,-6
3694,-8
3695,-4
3696,-9
3697,-2
3698,6
3699,-2
3700,10
3701,6
3702,-8
3703,3
3704,5
3705,4
3706,5
3707,1
3708,-2
3709,-9
3710,9
3711,5
3712,1
3713,0
3714,-5
3715,-2
3716,-1
3717,-2
3718,5
3719,-2
3720,-10
3721,7
3722,-3
3723,3
3724,-7
3725,9
3726,-4
3727,3
3728,-5
3729,9
3730,3
3731,-9
3732,-7
3733,2
3734,-8
3735,0
3736,1
3737,3
3738,2
3739,5
3740,-1
3741,-4
3742,4
3743,0
3744,-8
3745,-7
3746,-10
3747,8
3748,-4
3749,10
3750,-8
3751,-4
3752,2
3753,-10
3754,2
3755,-2
3756,3
3757,-6
3758,-3
3759,8
3760,0
3761,0
3762,10
3763,2
3764,-9
3765,0
3766,9
3767,7
3768,-3
3769,9
3770,3
3771,-8
3772,-5
3773,7
3774,3
3775,8
3776,-6
3777,-2
3778,8
3779,-3
3780,6
3781,4
3782,9
3783,0
3784,-4
3785,-1
3786,-10
3787,2
3788,8
3789,0
3790,-7
3791,-6
3792,3
3793,3
3794,-5
3795,1
3796,4
3797,-2
3798,6
3799,3
3800,4
3801,-4
3802,-1
3803,7
3804,-8
3805,9
3806,9
3807,3
3808,-5
3809,-1
3810,-8
3811,-7
3812,9
3813,8
3814,-2
3815,-2
3816,6
3817,-2
3818,-8
3819,-6
3820,0
3821,0
3822,4
3823,9
3824,10
3825,-4
3826,9
3827,3
3828,-8
3829,10
3830,3
3831,-3
3832,9
3833,5
3834,-8
3835,0
3836,10
3837,0
3838,0
3839,-3
3840,4
3841,9
3842,4
3843,8
3844,0
3845,-1
3846,7
3847,-6
3848,10
3849,-5
3850,-10
3851,3
3852,-2
3853,6
3854,-3
3855,-8
3856,3
3857,6
3858,-2
3859,8
3860,-7
3861,7
3862,-6
3863,10
3864,9
3865,-8
3866,-7
3867,-2
3868,-9
3869,7
3870,-3
3871,-7
3872,0
3873,10
3874,6
3875,1
3876,4
3877,10
3878,1
3879,-5
3880,-10
3881,1
3882,0
3883,-8
3884,6
3885,-2
3886,-7
3887,-2
3888,-8
3889,-4
3890,-10
3891,4
3892,-1
3893,9
3894,7
3895,9
3896,1
3897,9
3898,-10
3899,7
3900,-8
3901,-2
3902,-9
3903,-3
3904,-4
3905,-1
3906,-6
3907,1
3908,4
3909,-8
3910,-9
3911,7
3912,1
3913,-2
3914,6
3915,-3
3916,5
3917,2
3918,3
3919,-2
3920,6
3921,2
3922,-10
3923,-8
3924,-7
3925,1
3926,10
3927,-10
3928,1
3929,-5
3930,-9
3931,4
3932,0
3933,2
3934,6
3935,6
3936,-9
3937,-6
3938,-2
3939,5
3940,-6
3941,-4
3942,-10
3943,4
3944,2
3945,-10
3946,6
3947,-8
3948,6
3949,-2
3950,10
3951,7
3952,-10
3953,-10
3954,-6
3955,-5
3956,-7
3957,-1
3958,2
3959,8
3960,10
3961,9
3962,-6
3963,2
3964,7
3965,3
3966,-3
3967,10
3968,0
3969,4
3970,8
3971,5
3972,-3
3973,-8
3974,8
3975,6
3976,10
3977,-1
3978,8
3979,8
3980,-4
3981,10
3982,-3
3983,2
3984,3
3985,5
3986,-10
3987,-2
3988,0
3989,2
3990,-7
3991,-2
3992,-10
3993,0
3994,-7
3995,-9
3996,-7
3997,3
3998,-10
3999,3
4000,-10
4001,7
4002,1
4003,-8
4004,-4
4005,-3
4006,7
4007,-5
4008,-3
4009,3
4010,-9
4011,3
4012,8
4013,-1
4014,-3
4015,-10
4016,-1
4017,-7
4018,-9
4019,-10
4020,3
4021,1
4022,-6
4023,5
4024,1
4025,-4
4026,7
4027,-9
4028,-7
4029,-1
4030,4
4031,4
4032,-7
4033,-10
4034,0
4035,-6
4036,4
4037,7
4038,-2
4039,-5
4040,4
4041,-3
4042,-8
4043,5
4044,1
4045,-10
4046,3
4047,-6
4048,-5
4049,6
4050,-4
4051,9
4052,-9
4053,4
4054,3
4055,3
4056,3
4057,-1
4058,-4
4059,-10
4060,-5
4061,-1
4062,-6
4063,9
4064,2
4065,-6
4066,4
4067,-2
4068,4
4069,6
4070,-5
4071,-7
4072,-6
4073,-6
4074,1
4075,-4
4076,-6
4077,0
4078,-10
4079,7
4080,-1
4081,-1
4082,6
4083,6
4084,5
4085,-6
4086,-5
4087,1
4088,-3
4089,-1
4090,-6
4091,6
4092,10
4093,4
4094,5
4095,4
4096,-7
4097,-4
4098,-4
4099,-3
4100,-6
4101,2
4102,8
4103,10
4104,9
4105,3
4106,9
4107,10
4108,-9
4109,3
4110,-5
4111,1
4112,1
4113,9
4114,-2
4115,0
4116,10
4117,4
4118,-6
4119,0
4120,1
4121,-2
4122,6
4123,-1
4124,-8
4125,-7
4126,0
4127,1
4128,5
4129,-10
4130,1
4131,-6
4132,-5
4133,-7
4134,-5
4135,5
4136,10
4137,0
4138,-7
4139,-5
4140,-3
4141,0
4142,-10
4143,-5
4144,-4
4145,-3
4146,2
4147,-3
4148,6
4149,-7
4150,-2
4151,-7
4152,8
4153,-9
4154,0
4155,-1
4156,-1
4157,-3
4158,-5
4159,-7
4160,9
4161,0
4162,6
4163,3
4164,1
4165,3
4166,5
4167,-1
4168,7
4169,0
4170,-1
4171,9
4172,-1
4173,4
4174,9
4175,8
4176,-5
4177,7
4178,-6
4179,-9
4180,7
4181,-6
4182,9
4183,8
4184,-2
4185,7
4186,10
4187,5
4188,-8
4189,1
4190,6
4191,-6
4192,-5
4193,6
4194,1
4195,3
4196,-1
4197,-10
4198,-2
4199,-6
4200,0
4201,-3
4202,6
4203,-5
4204,-1
4205,-8
4206,10
4207,1
4208,5
4209,-7
4210,2
4211,-1
4212,-4
4213,-5
4214,-3
4215,7
4216,7
4217,7
4218,-8
4219,-8
4220,-5
4221,6
4222,3
4223,9
4224,0
4225,-8
4226,-8
4227,1
4228,7
4229,-1
4230,4
4231,-6
4232,4
4233,-3
4234,10
4235,3
4236,8
4237,1
4238,-7
4239,1
4240,-8
4241,-5
4242,7
4243,1
4244,-9
4245,10
4246,9
4247,-7
4248,10
4249,7
4250,-3
4251,-2
4252,3
4253,-1
4254,0
4255,-1
4256,-1
4257,8
4258,1
4259,8
4260,10
4261,8
4262,-3
4263,-6
4264,-6
4265,-2
4266,-10
4267,3
4268,7
4269,0
4270,5
4271,10
4272,-2
4273,-2
4274,9
4275,-3
4276,-8
4277,1
4278,7
4279,3
4280,-1
4281,4
4282,-6
4283,-9
4284,0
4285,-8
4286,-6
4287,-3
4288,10
4289,-3
4290,8
4291,10
4292,8
4293,7
4294,-1
4295,3
4296,-5
4297,8
4298,-1
4299,8
4300,4
4301,7
4302,6
4303,-8
4304,-1
4305,-4
4306,-5
4307,-10
4308,-7
4309,-1
4310,-5
4311,8
4312,-4
4313,10
4314,9
4315,-2
4316,8
4317,-5
4318,4
4319,5
4320,1
4321,-10
4322,5
4323,3
4324,-10
4325,-2
4326,-6
4327,6
4328,8
4329,3
4330,-4
4331,-7
4332,7
4333,-9
4334,-1
4335,4
4336,-9
4337,-4
4338,-4
4339,3
4340,-5
4341,4
4342,-3
4343,-3
4344,-8
4345,5
4346,4
4347,2
4348,2
4349,10
4350,-8
4351,-1
4352,-10
4353,-5
4354,-3
4355,10
4356,3
4357,1
4358,10
4359,7
4360,-7
4361,6
4362,-6
4363,9
4364,-3
4365,-2
4366,-4
4367,4
4368,-8
4369,-2
4370,-3
4371,-2
4372,-7
4373,-7
4374,4
4375,-5
4376,-5
4377,3
4378,2
4379,-5
4380,-1
4381,1
4382,-8
4383,-6
4384,0
4385,0
4386,-7
4387,1
4388,-7
4389,-9
4390,-10
4391,9
4392,2
4393,2
4394,-4
4395,8
4396,-7
4397,7
4398,7
4399,-6
4400,7
4401,-10
4402,-1
4403,-3
4404,9
4405,-2
4406,9
4407,-4
4408,-2
4409,-4
4410,-8
4411,-1
4412,-4
4413,-4
4414,6
4415,9
4416,-9
4417,-10
4418,-9
4419,-1
4420,-3
4421,7
4422,-10
4423,10
4424,-7
4425,8
4426,-5
4427,-3
4428,-6
4429,-1
4430,4
4431,-10
4432,0
4433,4
4434,5
4435,4
4436,0
4437,10
4438,8
4439,-4
4440,-4
4441,5
4442,8
4443,7
4444,4
4445,-2
4446,6
4447,-6
4448,-7
4449,-6
4450,-10
4451,-3
4452,0
4453,4
4454,3
4455,6
4456,-7
4457,-3
4458,6
4459,-1
4460,-6
4461,-6
4462,-1
4463,-2
4464,-5
4465,8
4466,-10
4467,-4
4468,-5
4469,3
4470,9
4471,6
4472,1
4473,9
4474,2
4475,9
4476,-8
4477,-3
4478,6
4479,-5
4480,4
4481,-10
4482,9
4483,4
4484,-5
4485,-7
4486,-9
4487,0
4488,-9
4489,-4
4490,9
4491,-1
4492,9
4493,-9
4494,10
4495,-9
4496,-8
4497,2
4498,8
4499,5
4500,-8
4501,-1
4502,-5
4503,2
4504,-9
4505,10
4506,-1
4507,-1
4508,-10
4509,6
4510,-5
4511,1
4512,10
4513,-10
4514,-3
4515,-4
4516,-5
4517,-7
4518,0
4519,9
4520,-5
4521,7
4522,0
4523,5
4524,-5
4525,-1
4526,5
4527,-3
4528,-3
4529,-6
4530,6
4531,-4
4532,8
4533,8
4534,-9
4535,-3
4536,9
4537,9
4538,1
4539,10
4540,6
4541,4
4542,2
4543,5
4544,8
4545,-10
4546,-6
4547,8
4548,10
4549,-7
4550,10
4551,-7
4552,10
4553,4
4554,4
4555,4
4556,-10
4557,-2
4558,3
4559,4
4560,8
4561,-10
4562,-3
4563,0
4564,-7
4565,1
4566,2
4567,0
4568,-2
4569,-7
4570,-1
4571,-5
4572,-4
4573,2
4574,-3
4575,-8
4576,-2
4577,7
4578,-5
4579,-1
4580,-3
4581,3
4582,1
4583,1
4584,2
4585,-7
4586,-10
4587,-9
4588,-3
4589,2
4590,1
4591,3
4592,-6
4593,-1
4594,1
4595,-3
4596,9
4597,0
4598,10
4599,3
4600,-3
4601,1
4602,0
4603,-6
4604,-2
4605,0
4606,2
4607,6
4608,-4
4609,9
4610,-7
4611,0
4612,-5
4613,-10
4614,4
4615,-10
4616,-6
4617,1
4618,3
4619,-1
4620,5
4621,-7
4622,-10
4623,-2
4624,10
4625,0
4626,8
4627,10
4628,-2
4629,0
4630,-4
4631,1
4632,-2
4633,2
4634,4
4635,-9
4636,-9
4637,10
4638,5
4639,-7
4640,-7
4641,-4
4642,-10
4643,5
4644,-10
4645,-5
4646,9
4647,-6
4648,10
4649,-9
4650,-5
4651,2
4652,-5
4653,10
4654,8
4655,5
4656,-3
4657,-6
4658,-1
4659,5
4660,1
4661,-3
4662,6
4663,-8
4664,-6
4665,-7
4666,-4
4667,0
4668,10
4669,-10
4670,2
4671,-6
4672,6
4673,4
4674,-5
4675,-4
4676,3
4677,-2
4678,0
4679,9
4680,-3
4681,1
4682,10
4683,6
4684,5
4685,8
4686,-7
4687,2
4688,0
4689,-6
4690,-5
4691,6
4692,-4
4693,9
4694,6
4695,2
4696,0
4697,-8
4698,-6
4699,-10
4700,4
4701,8
4702,-1
4703,-6
4704,10
4705,5
4706,-9
4707,-4
4708,0
4709,9
4710,4
4711,-9
4712,5
4713,6
4714,-8
4715,-2
4716,1
4717,8
4718,-6
4719,2
4720,7
4721,-8
4722,0
4723,-5
4724,1
4725,9
4726,7
4727,-6
4728,10
4729,-7
4730,-10
4731,3
4732,-3
4733,-6
4734,4
4735,-1
4736,8
4737,-1
4738,5
4739,-1
4740,8
4741,8
4742,10
4743,10
4744,-9
4745,8
4746,-4
4747,10
4748,-8
4749,5
4750,9
4751,0
4752,1
4753,3
4754,-2
4755,-6
4756,4
4757,0
4758,-2
4759,-9
4760,10
4761,9
4762,3
4763,-6
4764,-7
4765,7
4766,4
4767,1
4768,-7
4769,-5
4770,-5
4771,8
4772,-10
4773,-6
4774,9
4775,3
4776,-1
4777,10
4778,0
4779,5
4780,-5
4781,-4
4782,5
4783,6
4784,6
4785,-3
4786,-2
4787,10
4788,-2
4789,9
4790,10
4791,-5
4792,6
4793,1
4794,2
4795,-10
4796,4
4797,0
4798,-7
4799,-7
4800,-1
4801,-3
4802,-7
4803,-6
4804,-10
4805,-10
4806,9
4807,-3
4808,0
4809,4
4810,9
4811,3
4812,8
4813,-6
4814,3
4815,6
4816,6
4817,-7
4818,-10
4819,2
4820,2
4821,4
4822,-6
4823,9
4824,5
4825,7
4826,7
4827,-9
4828,-10
4829,9
4830,-7
4831,-8
4832,3
4833,-6
4834,-6
4835,9
4836,-4
4837,-2
4838,6
4839,8
4840,-5
4841,8
4842,6
4843,-10
4844,10
4845,-9
4846,9
4847,-6
4848,-4
4849,5
4850,0
4851,1
4852,7
4853,-2
4854,6
4855,-3
4856,-10
4857,-7
4858,-3
4859,8
4860,-5
4861,-2
4862,8
4863,7
4864,-8
4865,4
4866,9
4867,-10
4868,2
4869,-4
4870,-1
4871,-4
4872,1
4873,-9
4874,-6
4875,-5
4876,-2
4877,2
4878,7
4879,2
4880,9
4881,-2
4882,-2
4883,10
4884,2
4885,2
4886,7
4887,-6
4888,-5
4889,3
4890,0
4891,-10
4892,-5
4893,1
4894,-10
4895,-4
4896,1
4897,2
4898,-5
4899,-6
4900,10
4901,-3
4902,8
4903,9
4904,-10
4905,5
4906,6
4907,8
4908,6
4909,8
4910,4
4911,5
4912,-2
4913,1
4914,-7
4915,5
4916,0
4917,10
4918,-4
4919,4
4920,-8
4921,-8
4922,8
4923,-6
4924,-2
4925,0
4926,6
4927,-7
4928,1
4929,-10
4930,8
4931,4
4932,-7
4933,1
4934,-1
4935,-4
4936,10
4937,-9
4938,10
4939,-4
4940,-8
4941,-1
4942,-1
4943,4
4944,5
4945,-4
4946,4
4947,4
4948,10
4949,-1
4950,-6
4951,-6
4952,6
4953,6
4954,-10
4955,7
4956,6
4957,2
4958,10
4959,-1
4960,-2
4961,7
4962,9
4963,-9
4964,-1
4965,-3
4966,5
4967,-5
4968,-10
4969,-2
4970,-5
4971,-3
4972,-3
4973,3
4974,3
4975,-8
4976,1
4977,1
4978,4
4979,-7
4980,-6
4981,4
4982,0
4983,3
4984,-8
4985,-9
4986,-4
4987,9
4988,0
4989,4
4990,9
4991,-3
4992,-3
4993,4
4994,3
4995,4
4996,-10
4997,-2
4998,3
4999,10
5000,5
5001,2
5002,-10
5003,-10
5004,10
5005,5
5006,5
5007,8
5008,-1
5009,-9
5010,-2
5011,-10
5012,9
5013,-8
5014,-1
5015,9
5016,-5
5017,10
5018,7
5019,1
5020,-10
5021,-5
5022,1
5023,-1
5024,6
5025,4
5026,0
5027,2
5028,4
5029,5
5030,-8
5031,-3
5032,-3
5033,1
5034,4
5035,2
5036,1
5037,-9
5038,2
5039,3
5040,9
5041,6
5042,3
5043,-10
5044,8
5045,3
5046,6
5047,-5
5048,1
5049,6
5050,-2
5051,-7
5052,8
5053,10
5054,-5
5055,9
5056,7
5057,-5
5058,3
5059,-10
5060,-5
5061,-10
5062,9
5063,-4
5064,3
5065,10
5066,0
5067,-5
5068,-9
5069,-9
5070,3
5071,-1
5072,-7
5073,2
5074,6
5075,0
5076,7
5077,-6
5078,10
5079,2
5080,-1
5081,6
5082,9
5083,5
5084,7
5085,2
5086,-8
5087,7
5088,-9
5089,-4
5090,-9
5091,0
5092,-7
5093,6
5094,-7
5095,7
5096,-5
5097,-8
5098,-1
5099,10
5100,10
5101,9
5102,-5
5103,-5
5104,-2
5105,-4
5106,-3
5107,-9
5108,-10
5109,-2
5110,-2
5111,6
5112,5
5113,7
5114,-2
5115,-6
5116,10
5117,-8
5118,10
5119,-2
5120,-8
5121,9
5122,8
5123,-5
5124,9
5125,-1
5126,-4
5127,8
5128,-3
5129,-9
5130,2
5131,9
5132,-1
5133,-5
5134,8
5135,3
5136,-3
5137,-4
5138,9
5139,0
5140,-9
5141,3
5142,-9
5143,5
5144,-6
5145,1
5146,8
5147,3
5148,-6
5149,8
5150,-6
5151,-5
5152,8
5153,4
5154,-2
5155,-3
5156,2
5157,10
5158,1
5159,3
5160,9
5161,-10
5162,-6
5163,3
5164,6
5165,2
5166,-4
5167,-5
5168,4
5169,-4
5170,5
5171,10
5172,-9
5173,-1
5174,-2
5175,-6
5176,6
5177,-9
5178,-5
5179,0
5180,-1
5181,7
5182,-1
5183,-2
5184,-10
5185,-5
5186,5
5187,-4
5188,7
5189,-7
5190,-9
5191,8
5192,-5
5193,10
5194,-2
5195,-6
5196,-7
5197,1
5198,-8
5199,5
5200,9
5201,3
5202,4
5203,-3
5204,-2
5205,4
5206,7
5207,-5
5208,10
5209,8
5210,-6
5211,2
5212,4
5213,-2
5214,5
5215,10
5216,-8
5217,-6
5218,-10
5219,-7
5220,5
5221,-10
5222,7
5223,4
5224,7
5225,-5
5226,-1
5227,1
5228,3
5229,-7
5230,-7
5231,-10
5232,-5
5233,10
5234,8
5235,3
5236,7
5237,-4
5238,6
5239,-10
5240,-3
5241,-5
5242,-4
5243,-5
5244,-3
5245,0
5246,2
5247,4
5248,1
5249,10
5250,1
5251,5
5252,-9
5253,1
5254,2
5255,-10
5256,8
5257,8
5258,5
5259,-6
5260,-2
5261,-2
5262,-9
5263,-9
5264,-1
5265,8
5266,8
5267,8
5268,-2
5269,-5
5270,1
5271,6
5272,4
5273,9
5274,8
5275,9
5276,5
5277,9
5278,-9
5279,-9
5280,10
5281,-8
5282,-6
5283,10
5284,-6
5285,4
5286,-9
5287,1
5288,-4
